;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
9850;masculino;comercio;tienda;manrique oriental;2;3.0;3/10/2018;6000000;microempresarial
9851;femenino;comercio;BARES;belalcazar;3;5.0;11/11/2016;6890000;microempresarial
9852;femenino;comercio;PANADERIA;manrique central no. 1;2;4.0;1/08/2018;2500000;microempresarial
9853;FEMENINO;industria;fabrica de ;san javier no.1;2;13.0;2017/07/14;7000000;microempresarial
9854;femenino;servicio;almacen-de-ropa-en-;belen;3;16.0;15/03/2017;7300000;microempresarial
9855;masculino;comercio;fabrica de muebles;robledo;2;7.0;20/09/2017;7370000;microempresarial
9856;masculino;servicio;comidas rapidas;manrique central no. 1;2;4.0;27/02/2017;4000000;microempresarial
9857;femenino;comercio;charcuteria;blanquizal;1;13.0;2016/11/29;6890000;microempresarial
9858;femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;21/05/2018;1500000;microempresarial
9859;femenino;comercio;criadero de animales ;barrio caicedo;1;9.0;6/10/2017;73000000;microempresarial
9860;femenino;comercio;restaurante;cordoba;3;7.0;23/03/2017;7300000;microempresarial
9861;masculino;industria;fabrica de ;granizal;1;1.0;10/07/2018;6000000;microempresarial
9862;femenino;industria;fabrica de ;santa cruz;2;2.0;21/06/2016;5000000;microempresarial
9863;femenino;comercio;fabrica de ;castilla;2;5.0;30/07/2018;3000000;Microempresarial
9864;masculino;COMERCIO;fabrica de ;aranjuez;3;4.0;1/11/2017;1500000;microempresarial
9865;masculino;comercio;reciclaje;san-jose-de-la-cima-no.-;2;3.0;22/05/2018;1500000;microempresarial
9866;masculino;comercio;tienda;campo valdes no. 1;3;4.0;2018/09/24;7800000;microempresarial
9867;femenino;industria;fabrica de alimentos;GUAYABAL;3;15.0;5/10/2017;3000000;microempresarial
9868;femenino;comercio;tienda;aranjuez;02;4.0;3/08/2017;7300000;microempresarial
9869;masculino;comercio;charcuteria;cabecera san cristobal;3;60.0;21/03/2017;7000000;microempresarial
9870;Femenino;industria;fabrica de ;san javier no.1;1;13.0;3/04/2018;7800000;microempresarial
9871;femenino;industria;fabrica-de-;la milagrosa;03;9.0;23/11/2016;4500000;microempresarial
9872;femenino;comercio;almacen de ropa en ;vrda. san antonio ;2;80.0;22/01/2016;6800000;microempresarial
9873;masculino;comercio;tienda;doce de octubre no.1;2;6.0;6/10/2017;7377000;microempresarial
9874;FEMENINO;comercio;almacen de ropa en ;guayabal;3;15.0;9/05/2019;8281000;microempresarial
9875;femenino;comercio;almacen de ropa en ;barrio caicedo;3;9.0;25/07/2018;7000000;microempresarial
9876;femenino;comercio;distribuidora de ;barrio caicedo;2;9.0;22/06/2017;7000000;microempresarial
9877;masculino;comercio;comidas rapidas;doce de octubre no.1;2;6.0;1/03/2019;828000;microempresarial
9878;femenino;servicio;Peluqueria;castilla;3;5.0;2017/10/11;6000000;microempresarial
9879;femenino;comercio;tienda;nuevos conquistadores;1;13.0;15/05/2018;7000000;microempresarial
9880;femenino;industria;fabrica de ;manrique central no. 2;2;3.0;12/06/2019;4500000;microempresarial
9881;femenino;;variedades;cabecera san antonio ;3;80.0;20/01/2017;7377000;microempresarial
9882;masculino;comercio;tienda;manrique oriental;2;3.0;9/06/2017;7300000;microempresarial
9883;femenino;comercio;comidas rapidas;san javier no.1;3;13.0;1/02/2018;7800000;microempresarial
9884;femenino;servicio;peluqueria;villa hermosa;3;8.0;5/01/2016;3000000;microempresarial
9885;femenino;AGROPECUARIA;taller de electronica;santa elena central;2;90.0;16/05/2016;6890000;agropecuaria
9886;femenino;comercio;almacen de ropa en ;la esperanza;1;6.0;12/04/2018;1200000;microempresarial
9887;femenino;servicio;fabrica de alimentos;santander;2;6.0;8/02/2018;6000000;microempresarial
9888;Femenino;industria;fabrica de ;buenos aires;2;9.0;26/02/2016;$ 6,890,000.00;microempresarial
9889;femenino;comercio;variedades;blanquizal;1;13.0;3/06/2016;5000000;microempresarial
9890;masculino;comercio;almacen de ropa en ;belen;2;16.0;19/01/2018;7800000;microempresarial
9891;femenino;servicio;papeleria;la-sierra;2;8.0;3/05/2019;5250000;microempresarial
9892;femenino;comercio;comidas rapidas;popular;2;1.0;30/06/2017;5000000;microempresarial
9893;femenino;comercio;tienda;manrique central no. 2;2;3.0;31/05/2017;7000000;microempresarial
9894;masculino;industria;comidas_rapidas;manrique central no. 1;3;4.0;13/02/2017;5000000;microempresarial
9895;Femenino;servicio;recreativo-educativo;manrique central no. 1;2;7.0;12/07/2018;6000000;microempresarial
9896;femenino;comercio;almacen_de_ropa_en_;cabecera san cristobal;2;60.0;16/03/2018;2000000;microempresarial
9897;masculino;comercio;tienda;picacho;1;6.0;19/12/2016;680000;microempresarial
9898;femenino;comercio;comidas rapidas;popular;2;1.0;10/04/2018;7800000;microempresarial
9899;masculino;comercio;Comidas Rapidas;barrio caicedo;1;9.0;3/10/2018;7500000;microempresarial
9900;masculino;servicio;lavadero de ;manrique oriental;2;3.0;9/07/2018;7800000;microempresarial
9901;FEMENINO;comercio;variedades;miranda;2;4.0;24/10/2018;6000000;microempresarial
9902;masculino;comercio;comidas rapidas;BUENOS AIRES;2;9.0;13/07/2017;2000000;microempresarial
9903;masculino;servicio;peluqueria;campo valdes no. 1;3;4.0;7/06/2017;7377000;microempresarial
9904;masculino;industria;fabrica de calzado;castilla;2;5.0;8/05/2018;2000000;microempresarial
9905;femenino;comercio;variedades;el salvador;1;9.0;8/09/2017;7200000;microempresarial
9906;femenino;comercio;distribuidora de ;la milagrosa;3;9.0;13/08/2018;$ 7,377,170.00;microempresarial
9907;femenino;industria;fabrica de ;kennedy;2;6.0;1/04/2019;2200000;microempresarial
9908;femenino;servicio;fabrica de helados;los alcazares;3;13.0;15/08/2017;4000000;microempresarial
9909;masculino;comercio;deposito de ;popular;2;1.0;11/10/2018;7500000;microempresarial
9910;masculino;industria;fabrica de ;guayabal;3;15.0;12/05/2016;6890000;microempresarial
9911;femenino;comercio;variedades;prado;3;10.0;27/06/2017;7377000;microempresarial
9912;femenino;servicio;comidas-rapidas;santa cruz;2;2.0;22/11/2016;6890000;microempresarial
9913;femenino;comercio;cafe e internet;manrique oriental;2;3.0;5/09/2017;7370000;microempresarial
9914;femenino;comercio;venta de calzado;belencito;2;13.0;2018/10/12;3000000;microempresarial
9915;femenino;industria;fabrica de ;castilla;3;5.0;27/03/2017;6000000;microempresarial
9916;masculino;Industria;fabrica de ;robledo;2;7.0;2/06/2017;5000000;microempresarial
9917;femenino;comercio;variedades;santa cruz;2;2.0;1/03/2018;2000000;microempresarial
9918;masculino;comercio;variedades;playon de los ;2;2.0;5/09/2018;7800000;microempresarial
9919;masculino;comercio;tienda de helados;alejandro echavarria;2;9.0;10/04/2018;7500000;microempresarial
9920;femenino;servicio;peluqueria;enciso;3;8.0;2018/02/5;7500000;microempresarial
9921;femenino;servicio;ebanistaria;belen;3;16.0;9/05/2018;8250000;microempresarial
9922;Femenino;comercio;comidas rapidas;el salvador;2;9.0;9/07/2018;7800000;microempresarial
9923;masculino;industria;marroquineria;villa del socorro;2;2.0;14/09/2018;5000000;microempresarial
9924;femenino;comercio;papeleria;manrique central no. 1;2;4.0;24/07/2018;7800000;microempresarial
9925;masculino;comercio;Variedades;aranjuez;3;4.0;22/08/2017;7370000;microempresarial
9926;femenino;industria;fabrica de ;la milagrosa;2;9.0;16/03/2018;3500000;microempresarial
9927;femenino;servicio;fabrica de ;san diego;02;10.0;20/01/2016;6000000;microempresarial
9928;masculino;comercio;carpinteria;san javier no.1;2;13.0;2017/10/23;7370000;microempresarial
9929;masculino;comercio;distribuidora de ;robledo;3;7.0;11/07/2018;$ 6,000,000.00;microempresarial
9930;femenino;comercio;tienda;barrio caicedo;1;9.0;2017/08/24;7000000;microempresarial
9931;masculino;comercio;variedades;robledo;2;7.0;14/02/2018;2000000;microempresarial
9932;masculino;SERVICIO;mantenimiento en ;manrique central no. 1;2;4.0;6/10/2017;7000000;microempresarial
9933;femenino;comercio;VARIEDADES;ROBLEDO;1;7.0;18/10/2017;7377000;microempresarial
9934;femenino;comercio;tienda;las palmas;3;10.0;2018/02/21;4400000;microempresarial
9935;femenino;comercio;comidas rapidas;san diego;2;10.0;10/11/2016;6000000;microempresarial
9936;FEMENINO;industria;fabrica de ;cabecera san cristobal;2;60.0;21/09/2017;4500000;microempresarial
9937;masculino;industria;fabrica de ;manrique central no. 1;3;4.0;29/11/2018;3000000;microempresarial
9938;femenino;comercio;variedades;santa cruz;2;2.0;13/01/2017;7337000;microempresarial
9939;femenino;comercio;variedades;villatina;1;8.0;14/03/2016;2500000;microempresarial
9940;masculino;agropecuaria;fabrica-de-alimentos;Cabecera San Antonio ;2;80.0;2018/09/14;17000000;microempresarial
9941;femenino;comercio;COMIDAS RAPIDAS;manrique central no. 1;02;4.0;18/10/2018;4000000;microempresarial
9942;masculino;servicio;comidas rapidas;manrique central no. 1;2;4.0;2019/06/10;8000000;microempresarial
9943;femenino;industria;tienda;el salvador;2;9.0;8/05/2018;3200000;microempresarial
9944;masculino;comercio;restaurante;robledo;2;7.0;13/02/2018;7800000;microempresarial
9945;femenino;comercio;fabrica de ;la francia;2;2.0;2018/06/21;6000000;microempresarial
9946;masculino;comercio;miscelanea;cabecera san cristobal;3;60.0;26/02/2018;1000000;microempresarial
9947;femenino;comercio;comidas rapidas;villa niza;2;2.0;14/08/2018;5000000;microempresarial
9948;femenino;servicio;publicidad y ;buenos aires;2;9.0;23/03/2017;5000000;microempresarial
9949;masculino;comercio;variedades;popular;1;1.0;15/04/2016;6800000;microempresarial
9950;masculino;comercio;tienda;andalucia;2;2.0;2017/03/2;7300000;microempresarial
9951;femenino;industria;fabrica de ;doce de octubre no.1;2;6.0;24/08/2017;$ 7,300,000.00;microempresarial
9952;femenino;comercio;variedades;playon de los ;2;2.0;11/09/2018;3750000;MICROEMPRESARIAL
9953;masculino;industria;fabrica de ;campo valdes no. 1;2;4.0;4/05/2018;1800000;microempresarial
9954;masculino;comercio;fabrica de alimentos;castilla;3;5.0;8/06/2017;4000000;microempresarial
9955;femenino;industria;fabrica de ;las brisas;3;5.0;7/11/2017;7370000;microempresarial
9956;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;2/10/2017;2000000;microempresarial
9957;masculino;industria;variedades;santo domingo savio ;1;1.0;2/05/2018;4000000;MICROEMPRESARIAL
9958;femenino;industria;fabrica de ;olaya herrera;1;7.0;21/11/2018;7800000;microempresarial
9959;masculino;servicio;mantenimiento en ;castilla;3;5.0;1/02/2017;7200000;microempresarial
9960;femenino;agropecuaria;tienda;manrique central no. 2;1;3.0;25/11/2016;$ 3,000,000.00;microempresarial
9961;masculino;Servicio;mantenimiento en ;villatina;2;8.0;23/12/2016;3000000;microempresarial
9962;masculino;comercio;fabrica de arepas;toscana;2;5.0;14/12/2017;7000000;microempresarial
9963;femenino;comercio;almacen de ropa en ;enciso;2;8.0;3/08/2018;7800000;microempresarial
9964;femenino;servicio;mantenimiento en ;jesus nazareno;1;10.0;30/01/2017;4890000;microempresarial
9965;femenino;industria;fabrica de ;la salle;2;3.0;2017/04/17;2000000;microempresarial
9966;FEMENINO;comercio;almacen de ropa en ;manrique central no. 1;2;4.0;16/08/2018;5000000;microempresarial
9967;femenino;comercio;comidas rapidas;naranjal;3;11.0;31/01/2017;2000000;microempresarial
9968;Femenino;industria;fabrica de ;aranjuez;3;4.0;31/05/2018;7800000;microempresarial
9969;MASCULINO;industria;ebanistaria;santa cruz;1;2.0;18/09/2018;5000000;microempresarial
9970;masculino;comercio;mantenimiento_en_;el salvador;2;9.0;5/09/2016;6000000;microempresarial
9971;MASCULINO;servicio;hoteles-moteles-;la pradera;3;13.0;4/05/2017;7300000;microempresarial
9972;masculino;comercio;comidas rapidas;san javier no.1;1;13.0;22/09/2017;6000000;microempresarial
9973;femenino;servicio;comidas rapidas;robledo;2;7.0;19/01/2018;6350000;microempresarial
9974;femenino;servicio;comidas rapidas;san javier no.1;3;13.0;23/10/2017;7000000;microempresarial
9975;femenino;comercio;variedades;buenos_aires;2;9.0;2017/07/28;4000000;microempresarial
9976;femenino;comercio;comidas rapidas;enciso;3;8.0;27/03/2017;5000000;microempresarial
9977;femenino;servicio;comidas rapidas;boyaca;3;5.0;6/03/2018;6000000;microempresarial
9978;femenino;comercio;legumbreria;Enciso;1;8.0;10/12/2018;2000000;microempresarial
9979;masculino;servicio;variedades;robledo;2;7.0;30/12/2016;4000000;microempresarial
9980;femenino;servicio;carniceria;13 de noviembre;1;8.0;6/10/2017;7370000;microempresarial
9981;femenino;comercio;variedades;villa hermosa;3;8.0;7/11/2017;5000000;microempresarial
9982;femenino;comercio;comidas rapidas;buenos aires;2;9.0;20/04/2017;5000000;microempresarial
9983;femenino;comercio;cafeteria;santo domingo savio ;1;1.0;26/04/2018;4500000;microempresarial
9984;femenino;comercio;fabrica de ;santander;2;6.0;27/01/2017;2000000;microempresarial
9985;femenino;SERVICIO;peluqueria;manrique central no. 2;1;3.0;2018/11/21;3000000;microempresarial
9986;femenino;comercio;papeleria;aranjuez;2;4.0;11/08/2017;7300000;microempresarial
9987;masculino;industria;fabrica de ;belen;3;16.0;18/05/2017;7377000;microempresarial
9988;masculino;servicio;recreativo-educativo;;2;13.0;16/05/2017;22131510;juridica y cap.semilla
9989;masculino;comercio;variedades;san javier no.1;2;13.0;24/05/2019;8000000;microempresarial
9990;femenino;comercio;almacen de ropa en ;guayabal;3;15.0;5/02/2019;6000000;microempresarial
9991;masculino;servicio;criadero de animales ;altavista;2;16.0;16/06/2017;14000000;agropecuaria
9992;femenino;comercio;variedades;cabecera san cristobal;3;60.0;15/01/2018;7811000;microempresarial
9993;femenino;industria;fabrica de ;robledo;01;7.0;29/08/2018;5000000;microempresarial
9994;femenino;industria;fabrica de ;san javier no.1;1;13.0;2017/02/8;4000000;MICROEMPRESARIAL
9995;masculino;industria;EBANISTARIA;aranjuez;1;4.0;2017/10/20;7370000;microempresarial
9996;femenino;servicio;comidas rapidas;robledo;2;7.0;25/01/2019;7800000;microempresarial
9997;masculino;industria;fabrica_de_;cabecera san cristobal;2;60.0;14/11/2017;3000000;microempresarial
9998;femenino;comercio;comidas rapidas;manrique oriental;3;3.0;6/03/2017;6000000;microempresarial
9999;femenino;comercio;legumbreria;campo valdes no. 2;2;3.0;7/06/2019;1000000;credioportuno
10000;femenino;comercio;tienda;buenos aires;1;9.0;11/10/2017;5000000;microempresarial
10001;femenino;comercio;papeleria;loreto;3;9.0;18/05/2018;7800000;microempresarial
10002;masculino;comercio;variedades;villa hermosa;3;8.0;25/07/2018;7800000;microempresarial
10003;femenino;servicio;peluqueria;pedregal;2;6.0;22/09/2017;7377000;microempresarial
10004;femenino;comercio;comidas rapidas;moravia;2;4.0;19/07/2018;800000;microempresarial
10005;masculino;industria;variedades;olaya herrera;1;7.0;16/01/2018;7800000;microempresarial
10006;femenino;comercio;miscelanea;san pablo;2;1.0;31/01/2018;7800000;microempresarial
10007;masculino;industria;fabrica de ;pedregal;2;6.0;5/07/2018;7000000;microempresarial
10008;masculino;comercio;tienda naturista;popular;2;1.0;20/09/2016;6800000;microempresarial
10009;femenino;servicio;peluqueria;olaya herrera;1;7.0;24/02/2017;7000000;microempresarial
10010;femenino;comercio;comidas rapidas;las palmas;2;10.0;11/07/2017;7000000;microempresarial
10011;masculino;servicio;taller de mecanica;villatina;2;8.0;5/01/2018;7300000;microempresarial
10012;femenino;comercio;cafeteria;moravia;2;4.0;6/04/2018;7800000;microempresarial
10013;masculino;servicio;cafe e internet;aguas frias;1;70.0;30/08/2017;7;microempresarial
10014;masculino;comercio;tienda;playon de los ;2;2.0;28/09/2016;6890000;microempresarial
10015;femenino;industria;fabrica de ;castilla;3;5.0;3/04/2018;7000000;Microempresarial
10016;masculino;servicio;barberia;manrique oriental;1;3.0;10/04/2018;7800000;microempresarial
10017;femenino;comercio;variedades;castilla;3;5.0;2016/05/12;1000000;microempresarial
10018;FEMENINO;comercio;fabrica de helados;robledo;2;7.0;2/11/2016;6890000;microempresarial
10019;masculino;servicio;gimnasio;CABECERA SAN ANTONIO ;3;80.0;6/09/2016;28200000;empresarial ed. 
10020;femenino;comercio;tienda;castilla;01;5.0;4/05/2018;4000000;microempresarial
10021;femenino;comercio;restaurante;belen;2;16.0;2/06/2017;3000000;microempresarial
10022;femenino;comercio;cafeteria;manrique oriental;1;3.0;7/05/2018;3000000;microempresarial
10023;femenino;comercio;peluqueria;loreto;3;9.0;2018/05/3;3000000;microempresarial
10024;femenino;comercio;comidas rapidas;granizal;2;1.0;5/09/2018;4000000;microempresarial
10025;femenino;comercio;lenceria para el ;san javier no.1;3;13.0;4/09/2017;7300000;microempresarial
10026;femenino;comercio;tienda;cabecera san antonio ;2;80.0;1/08/2016;5000000;microempresarial
10027;femenino;industria;fabrica de ;la francia;2;2.0;14/09/2018;4500000;microempresarial
10028;femenino;industria;fabrica_de_;20 de julio;2;13.0;2017/07/10;6000000;microempresarial
10029;femenino;comercio;FABRICA DE ;cabecera san cristobal;2;60.0;23/11/2018;3000000;microempresarial
10030;femenino;industria;fabrica de ;el salado ;1;80.0;19/08/2016;6300000;microempresarial
10031;masculino;comercio;fabrica de helados;moravia;2;4.0;11/12/2017;7300000;MICROEMPRESARIAL
10032;femenino;comercio;cafeteria;prado;3;10.0;9/02/2018;5000000;microempresarial
10033;MASCULINO;comercio;cerrajeria;barrio caicedo;1;9.0;2/08/2018;4000000;microempresarial
10034;femenino;comercio;variedades;villatina;2;8.0;5/12/2017;7370000;microempresarial
10035;femenino;comercio;peluqueria;robledo;1;7.0;30/05/2018;7000000;MICROEMPRESARIAL
10036;femenino;servicio;taller de mecanica;cabecera san antonio ;02;80.0;19/09/2017;7000000;microempresarial
10037;masculino;industria;fabrica de ;santander;2;6.0;18/07/2018;5000000;Microempresarial
10038;masculino;comercio;fabrica-de-;la milagrosa;3;9.0;22/08/2018;7000000;microempresarial
10039;masculino;comercio;variedades;villa hermosa;02;8.0;24/07/2018;4500000;microempresarial
10040;masculino;industria;fabrica de calzado;manrique central no. 1;2;4.0;30/03/2017;6000000;microempresarial
10041;femenino;comercio;almacen de ropa en ;doce de octubre no.1;2;6.0;5/08/2016;6890000;microempresarial
10042;femenino;servicio;peluqueria;robledo;2;7.0;2016/09/9;5000000;microempresarial
10043;femenino;comercio;almacen de ropa en ;alfonso lopez;2;5.0;26/04/2018;2000000;MICROEMPRESARIAL
10044;masculino;comercio;tienda;robledo;2;7.0;27/07/2017;$ 7,370,000.00;microempresarial
10045;femenino;INDUSTRIA;FABRICA DE ;robledo;2;7.0;10/07/2018;3800000;microempresarial
10046;femenino;comercio;fabrica de muebles;robledo;1;7.0;7/12/2018;$ 7,800,000.00;microempresarial
10047;femenino;industria;fabrica de alimentos;campo valdes no. 1;3;4.0;29/08/2018;7800000;microempresarial
10048;femenino;SERVICIO;charcuteria;CASTILLA;03;5.0;2016/07/25;6890000;microempresarial
10049;masculino;servicio;peluqueria;robledo;2;7.0;27/04/2018;2000000;microempresarial
10050;masculino;comercio;variedades;enciso;2;8.0;8/08/2018;6000000;MICROEMPRESARIAL
10051;femenino;comercio;tienda;playon de los ;2;2.0;19/02/2016;6000000;microempresarial
10052;femenino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;22/02/2018;6000000;microempresarial
10053;masculino;comercio;comidas rapidas;la milagrosa;2;9.0;23/04/2018;3500000;microempresarial
10054;femenino;servicio;RECREATIVO-EDUCATIVO;castilla;3;5.0;17/12/2018;7500000;microempresarial
10055;masculino;comercio;variedades;aranjuez;3;4.0;10/08/2018;7000000;microempresarial
10056;masculino;comercio;Legumbreria;enciso;2;8.0;12/07/2017;2500000;microempresarial
10057;femenino;industria;Fabrica De ;la colina;3;15.0;9/04/2018;3500000;microempresarial
10058;masculino;servicio;papeleria;alfonso lopez;3;5.0;15/01/2018;7800000;microempresarial
10059;femenino;comercio;comidas rapidas;popular;2;1.0;13/03/2018;7300000;microempresarial
10060;FEMENINO;industria;comidas rapidas;cristo rey;3;15.0;11/08/2017;15000000;empresarial ed. 
10061;femenino;comercio;fabrica-de-productos-;loreto;3;9.0;7/03/2018;7800000;microempresarial
10062;femenino;servicio;comidas rapidas;santa cruz;2;2.0;11/05/2017;7000000;microempresarial
10063;femenino;comercio;tienda;castilla;3;5.0;19/09/2017;7377000;microempresarial
10064;femenino;industria;FABRICA DE CALZADO;pedregal;3;6.0;25/10/2018;7800000;microempresarial
10065;femenino;comercio;almacen de ropa en ;santa cruz;2;2.0;2018/02/7;1000000;microempresarial
10066;femenino;comercio;miscelanea;campo valdes no. 1;3;4.0;16/11/2017;7377000;microempresarial
10067;masculino;comercio;papeleria;ROBLEDO;1;7.0;19/01/2018;7000000;microempresarial
10068;femenino;industria;fabrica de ;popular;02;1.0;3/06/2016;5000000;microempresarial
10069;femenino;comercio;productos de belleza;castilla;3;5.0;14/06/2019;7500000;microempresarial
10070;masculino;comercio;almacen de ropa en ;vrda. san cristobal ;2;60.0;18/02/2016;6890000;microempresarial
10071;femenino;industria;fabrica de arepas;CAMPO VALDES NO. 1;3;4.0;2018/01/24;7300000;microempresarial
10072;masculino;agropecuaria;comidas rapidas;villatina;1;8.0;9/05/2018;7000000;microempresarial
10073;masculino;industria;fabrica de ;SANTANDER;2;6.0;9/07/2018;4000000;microempresarial
10074;masculino;servicio;tienda naturista;pablo vi;2;2.0;6/04/2017;5000000;microempresarial
10075;masculino;comercio;recreativo-educativo;manrique oriental;2;3.0;25/05/2018;7812000;microempresarial
10076;femenino;comercio;comidas rapidas;cabecera san antonio ;2;80.0;10/09/2018;$ 7,000,000.00;microempresarial
10077;femenino;Industria;fabrica-de-;aranjuez;02;4.0;28/02/2019;8000000;microempresarial
10078;masculino;comercio;variedades;la floresta;3;12.0;2/05/2016;6890000;microempresarial
10079;femenino;industria;fabrica de ;manrique central no. 2;3;3.0;26/10/2016;5300000;microempresarial
10080;masculino;servicio;comidas rapidas;el salvador;3;9.0;10/10/2016;4000000;microempresarial
10081;femenino;industria;fabrica de ;la milagrosa;3;9.0;20/12/2016;4500000;microempresarial
10082;masculino;industria;fabrica de ;cordoba;3;7.0;29/11/2018;7800000;microempresarial
10083;Masculino;servicio;barberia;manrique central no. 1;3;4.0;11/05/2018;7800000;microempresarial
10084;masculino;servicio;barberia;manrique oriental;2;3.0;18/01/2019;6000000;microempresarial
10085;femenino;;almacen de ropa en ;robledo;3;7.0;7/06/2018;6500000;microempresarial
10086;femenino;comercio;tienda;santa cruz;2;2.0;10/06/2016;6000000;microempresarial
10087;masculino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;3/02/2017;1000000;microempresarial
10088;femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;2017/02/8;5000000;microempresarial
10089;femenino;comercio;cafeteria;robledo;2;7.0;1/08/2016;6890000;microempresarial
10090;femenino;industria;fabrica de ;enciso;02;8.0;12/03/2018;6000000;microempresarial
10091;femenino;industria;fabrica de ;las palmas;2;10.0;22/11/2016;3000000;MICROEMPRESARIAL
10092;femenino;comercio;Tienda;manrique oriental;2;3.0;22/08/2017;3000000;microempresarial
10093;femenino;servicio;peluqueria;cabecera san antonio ;2;80.0;6/03/2017;7370000;microempresarial
10094;femenino;industria;fabrica de ;popular;2;1.0;31/08/2016;6000000;microempresarial
10095;femenino;comercio;variedades;buenos aires;2;9.0;26/01/2018;6500000;microempresarial
10096;femenino;comercio;comidas rapidas;buenos aires;3;9.0;6/01/2017;6000000;microempresarial
10097;femenino;comercio;miscelanea;san javier no.1;3;13.0;5/07/2017;7300000;microempresarial
10098;femenino;comercio;comidas_rapidas;manrique central no. 1;2;4.0;29/11/2018;2000000;microempresarial
10099;masculino;comercio;fabrica de helados;san javier no.1;2;13.0;28/07/2017;6000000;microempresarial
10100;masculino;comercio;distribuidora de ;barrio caicedo;2;9.0;2018/06/14;7800000;microempresarial
10101;masculino;servicio;restaurante;centro-admtivo;3;10.0;8/11/2017;4000000;microempresarial
10102;femenino;servicio;almacen de ropa en ;san jose de la cima no. ;2;3.0;6/06/2019;5000000;microempresarial
10103;femenino;comercio;tienda;buenos aires;2;9.0;8/02/2018;7000000;microempresarial
10104;femenino;comercio;tienda;san javier no.1;2;13.0;12/03/2019;7000000;microempresarial
10105;femenino;servicio;recreativo-educativo;Santa Cruz;2;2.0;19/04/2016;6890000;microempresarial
10106;masculino;comercio;comidas rapidas;santa rosa de lima;2;13.0;5/02/2018;7800000;microempresarial
10107;femenino;comercio;comidas rapidas;robledo;1;7.0;24/07/2017;$ 6,000,000.00;microempresarial
10108;masculino;comercio;tienda;cabecera san cristobal;3;60.0;27/06/2019;$ 8,200,000.00;microempresarial
10109;masculino;comercio;tienda;san german;1;7.0;28/08/2017;7000000;microempresarial
10110;femenino;comercio;fabrica de alimentos;manrique central no. 1;3;4.0;11/05/2018;7800000;microempresarial
10111;FEMENINO;servicio;lavanderia;moravia;0;4.0;12/07/2016;3000000;microempresarial
10112;masculino;servicio;PELUQUERIA;buenos aires;3;9.0;24/05/2017;5000000;microempresarial
10113;Masculino;COMERCIO;variedades;castilla;3;5.0;2/10/2017;3000000;microempresarial
10114;masculino;servicio;cafe e internet;manrique central no. 2;3;3.0;19/01/2017;3000000;microempresarial
10115;femenino;comercio;Comidas Rapidas;santa cruz;2;2.0;11/10/2018;5000000;microempresarial
10116;femenino;comercio;ALMACEN DE ROPA EN ;manrique central no. 1;2;4.0;6/04/2017;4000000;microempresarial
10117;femenino;servicio;productos de belleza;la sierra;1;8.0;11/05/2018;7800000;microempresarial
10118;femenino;industria;carpinteria;aranjuez;2;4.0;15/05/2018;7800000;microempresarial
10119;femenino;comercio;almacen de ropa en ;el rodeo;3;15.0;4/05/2018;5200000;microempresarial
10120;masculino;comercio;tienda;manrique central no. 1;3;4.0;10/05/2018;7800000;microempresarial
10121;FEMENINO;COMERCIO;marqueteria;cristo rey;3;15.0;13/06/2017;7377000;microempresarial
10122;femenino;comercio;variedades;santa cruz;2;2.0;15/09/2017;6000000;microempresarial
10123;femenino;comercio;miscelanea;cabecera san antonio ;3;80.0;17/02/2016;5000000;microempresarial
10124;femenino;comercio;distribuidora de ;santo domingo savio ;1;1.0;5/07/2018;7800000;microempresarial
10125;masculino;servicio;barberia;alfonso lopez;2;5.0;11/10/2017;4000000;microempresarial
10126;femenino;industria;fabrica de ;guayabal;1;15.0;7/04/2016;6890000;MICROEMPRESARIAL
10127;femenino;servicio;Restaurante;barrio caicedo;1;9.0;20/02/2016;6890000;microempresarial
10128;femenino;comercio;productos de belleza;picacho;2;6.0;16/05/2019;8000000;microempresarial
10129;femenino;industria;fabrica de ;san javier no.1;1;13.0;29/06/2016;5000000;microempresarial
10130;masculino;servicio;lavanderia;cabecera san cristobal;2;60.0;20/06/2018;7500000;microempresarial
10131;masculino;Comercio;fabrica de alimentos;san javier no.1;01;13.0;2018/05/16;2000000;microempresarial
10132;masculino;SERVICIO;peluqueria;sucre;3;8.0;29/12/2017;5000000;microempresarial
10133;femenino;industria;fabrica de ;san javier no.1;1;13.0;5/12/2018;5000000;microempresarial
10134;masculino;servicio;variedades;pablo vi;2;2.0;2019/03/15;8200000;microempresarial
10135;femenino;servicio;peluqueria;aranjuez;3;4.0;24/04/2018;2000000;microempresarial
10136;femenino;comercio;cerrajeria;popular;1;1.0;29/02/2016;5000000;microempresarial
10137;femenino;comercio;papeleria;aranjuez;02;4.0;15/02/2019;8281000;microempresarial
10138;masculino;comercio;tienda;doce de octubre no.1;2;6.0;2019/04/10;8261160;microempresarial
10139;femenino;industria;fabrica de ;pedregal;03;6.0;20/06/2017;4000000;microempresarial
10140;femenino;comercio;peluqueria;robledo;2;7.0;3/05/2018;6000000;microempresarial
