;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
5510;masculino;comercio;publicidad y ;buenos aires;3;9.0;31/10/2016;5500000;microempresarial
5511;femenino;comercio;comidas rapidas;belen;3;16.0;9/09/2016;6000000;microempresarial
5512;femenino;servicio;peluqueria;enciso;2;8.0;23/11/2018;7000000;microempresarial
5513;femenino;comercio;variedades;san isidro;3;4.0;21/03/2018;7000000;microempresarial
5514;masculino;comercio;comidas rapidas;moscu no. 1;2;2.0;24/01/2018;4000000;microempresarial
5515;masculino;;comidas rapidas;villatina;1;8.0;1/03/2018;7800000;microempresarial
5516;masculino;comercio;panaderia;la milagrosa;2;9.0;6/11/2018;7000000;microempresarial
5517;masculino;comercio;cafe e internet;la oculta;2;80.0;2016/08/25;4000000;microempresarial
5518;masculino;servicio;peluqueria;campo valdes no. 1;3;4.0;17/11/2017;7377000;microempresarial
5519;femenino;comercio;almacen de ropa en ;aranjuez;3;4.0;20/02/2017;7000000;microempresarial
5520;masculino;comercio;panaderia;;2;80.0;18/02/2019;8000000;microempresarial
5521;femenino;comercio;comidas rapidas;robledo;2;7.0;18/07/2018;$ 5,000,000.00;MICROEMPRESARIAL
5522;FEMENINO;comercio;tienda;picacho;1;6.0;4/04/2019;6000000;microempresarial
5523;masculino;comercio;variedades;manrique central no. 1;3;4.0;17/03/2017;6000000;microempresarial
5524;femenino;comercio;variedades;la milagrosa;3;9.0;26/06/2019;8200000;microempresarial
5525;femenino;comercio;almacen de ropa en ;buenos aires;3;9.0;5/04/2019;8200000;microempresarial
5526;femenino;comercio;comidas rapidas;andalucia;2;2.0;6/10/2017;5000000;microempresarial
5527;femenino;comercio;miscelanea;centro admtivo;1;10.0;15/02/2018;5000000;microempresarial
5528;femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;4/02/2019;7000000;microempresarial
5529;femenino;industria;carpinteria;cabecera_san_antonio_;3;80.0;19/07/2017;7000000;microempresarial
5530;femenino;industria;fabrica de ;san pablo;02;1.0;16/11/2018;4000000;microempresarial
5531;femenino;industria;fabrica de ;aranjuez;3;4.0;3/11/2016;6890000;microempresarial
5532;masculino;servicio;organización y ;santo domingo savio ;1;1.0;16/02/2018;$ 7,000,000.00;microempresarial
5533;femenino;industria;fabrica de ;cordoba;3;7.0;7/02/2017;7300000;microempresarial
5534;femenino;servicio;peluqueria;la libertad;2;8.0;25/10/2018;5000000;Microempresarial
5535;femenino;industria;fabrica de ;manrique central no. 2;2;3.0;11/05/2016;6000000;microempresarial
5536;masculino;servicio;comidas rapidas;belencito;1;13.0;31/08/2017;5000000;microempresarial
5537;femenino;comercio;tienda de helados;villa hermosa;2;8.0;16/04/2018;2000000;microempresarial
5538;femenino;industria;cerrajeria;las brisas;3;5.0;9/05/2017;5000000;microempresarial
5539;femenino;industria;fabrica de ;carpinelo;1;1.0;6/06/2017;7377000;microempresarial
5540;femenino;industria;fabrica de ;veinte de julio;2;13.0;9/02/2016;6800000;microempresarial
5541;femenino;industria;fabrica de ;aranjuez;1;4.0;23/01/2017;$ 7,000,000.00;MICROEMPRESARIAL
5542;masculino;industria;fabrica de ;sevilla;3;4.0;6/10/2017;7377000;microempresarial
5543;femenino;comercio;variedades;doce de octubre no.1;3;6.0;11/04/2018;3000000;microempresarial
5544;masculino;comercio;comidas rapidas;cabecera san cristobal;2;60.0;14/10/2016;2000000;microempresarial
5545;femenino;comercio;variedades;santa cruz;2;2.0;24/10/2018;2000000;microempresarial
5546;femenino;servicio;PELUQUERIA;moravia;1;4.0;16/02/2017;4000000;microempresarial
5547;femenino;comercio;variedades;palermo;2;4.0;6/03/2018;7800000;microempresarial
5548;femenino;comercio;panaderia;trinidad;3;15.0;7/11/2017;6000000;microempresarial
5549;femenino;comercio;restaurante;altavista;2;70.0;4/04/2018;$ 5,000,000.00;microempresarial
5550;MASCULINO;Servicio;fabrica de alimentos;cabecera san cristobal;2;60.0;22/02/2017;14700000;microempresarial
5551;masculino;servicio;comidas-rapidas;la floresta;1;12.0;31/01/2018;4000000;microempresarial
5552;Femenino;comercio;tienda;guayabal;3;15.0;22/05/2018;7800000;microempresarial
5553;Femenino;industria;taller de mecanica;belencito;2;13.0;24/01/2017;7377000;microempresarial
5554;femenino;comercio;tienda;popular;2;1.0;29/06/2017;7300000;microempresarial
5555;masculino;comercio;taller de mecanica;belen;3;16.0;8/06/2017;5000000;microempresarial
5556;femenino;industria;fabrica-de-;la milagrosa;03;9.0;21/02/2018;4000000;microempresarial
5557;femenino;servicio;hoteles-moteles-;manrique oriental;3;3.0;27/09/2016;6890000;microempresarial
5558;femenino;comercio;variedades;cabecera san antonio ;2;80.0;27/03/2017;7377000;microempresarial
5559;femenino;servicio;comidas rapidas;el compromiso;1;1.0;23/02/2017;5000000;microempresarial
5560;masculino;servicio;panaderia;belen;3;16.0;22/02/2018;7000000;microempresarial
5561;femenino;servicio;Peluqueria;manrique oriental;1;3.0;22/06/2016;6000000;microempresarial
5562;femenino;servicio;publicidad y ;San Javier No.1;3;13.0;12/12/2017;4000000;microempresarial
5563;masculino;comercio;tienda;belen;3;16.0;22/11/2017;7370000;microempresarial
5564;femenino;comercio;comidas-rapidas;Llanaditas;1;8.0;5/03/2018;4400000;microempresarial
5565;femenino;comercio;almacen de ropa en ;robledo;2;7.0;2018/07/3;4000000;microempresarial
5566;femenino;industria;fabrica de ;popular;2;1.0;9/10/2017;5000000;microempresarial
5567;femenino;servicio;CAFE E INTERNET;belen;3;16.0;25/05/2018;7800000;Microempresarial
5568;masculino;agropecuaria;criadero de animales ;picachito;1;6.0;2016/05/16;4000000;agropecuaria
5569;femenino;comercio;tienda;cabecera san cristobal;3;60.0;10/08/2017;7300000;microempresarial
5570;masculino;industria;fabrica de productos ;san javier no.1;3;13.0;27/02/2018;3000000;microempresarial
5571;femenino;comercio;variedades;santo domingo savio ;1;1.0;2016/12/7;5000000;microempresarial
5572;masculino;COMERCIO;comidas rapidas;doce de octubre no.1;2;6.0;2017/03/9;7375000;MICROEMPRESARIAL
5573;femenino;comercio;variedades;castilla;3;5.0;2018/05/23;1500000;microempresarial
5574;femenino;industria;fabrica de ;SUCRE;3;8.0;2018/07/12;5000000;microempresarial
5575;femenino;industria;fabrica de ;castilla;3;5.0;15/02/2018;4000000;microempresarial
5576;masculino;comercio;distribuidora de ;cabecera san antonio ;2;80.0;18/04/2018;7000000;microempresarial
5577;femenino;servicio;recreativo-educativo;robledo;2;7.0;18/11/2016;$ 6,890,000.00;microempresarial
5578;femenino;comercio;tienda;aranjuez;2;4.0;1/02/2019;4500000;microempresarial
5579;masculino;servicio;Mantenimiento En ;santo domingo savio ;1;1.0;23/05/2018;6500000;microempresarial
5580;femenino;COMERCIO;comidas rapidas;moravia;2;4.0;2/05/2018;2000000;microempresarial
5581;femenino;comercio;restaurante;belen;2;16.0;17/03/2017;6000000;microempresarial
5582;femenino;industria;fabrica de ;picachito;1;6.0;22/08/2016;4000000;microempresarial
5583;femenino;comercio;tienda;san pablo;1;1.0;15/11/2016;5000000;Microempresarial
5584;masculino;servicio;peluqueria;campo valdes no. 1;3;4.0;21/02/2018;2500000;microempresarial
5585;femenino;comercio;panaderia;granizal;2;1.0;2018/05/30;4000000;Microempresarial
5586;femenino;comercio;carniceria;barrio caicedo;02;9.0;21/03/2017;7300000;microempresarial
5587;femenino;industria;fabrica de ;belen;2;16.0;28/03/2016;5000000;microempresarial
5588;femenino;industria;fabrica de ;popular;2;1.0;14/09/2018;$ 6,000,000.00;Microempresarial
5589;masculino;comercio;almacen de ropa en ;castilla;2;5.0;4/11/2016;3000000;microempresarial
5590;femenino;servicio;servicios ;robledo;2;7.0;27/02/2018;7300000;microempresarial
5591;femenino;servicio;peluqueria;andalucia;2;2.0;8/03/2018;6000000;microempresarial
5592;masculino;comercio;tienda;robledo;02;7.0;16/11/2017;7300000;microempresarial
5593;femenino;;restaurante;san javier no.1;1;13.0;18/07/2018;3000000;microempresarial
5594;femenino;COMERCIO;comidas rapidas;robledo;2;7.0;16/04/2018;7800000;microempresarial
5595;masculino;comercio;variedades;miranda;02;4.0;2018/10/18;7812000;microempresarial
5596;masculino;comercio;panaderia;villa hermosa;3;8.0;23/01/2018;3500000;microempresarial
5597;femenino;Comercio;fabrica de ;san javier no.1;2;13.0;12/04/2018;6000000;microempresarial
5598;femenino;industria;fabrica de repuestos ;las palmas;3;7.0;2017/09/20;$ 3,000,000.00;microempresarial
5599;femenino;comercio;almacen de ropa en ;la candelaria;1;10.0;3/10/2018;7800000;microempresarial
5600;MASCULINO;servicio;ORGANIZACIÓN Y ;manrique central no. 2;1;3.0;26/04/2016;6443500;microempresarial
5601;masculino;servicio;barberia;villatina;2;8.0;22/06/2018;4000000;microempresarial
5602;femenino;industria;fabrica de ;pedregal;3;6.0;2/03/2018;7000000;microempresarial
5603;femenino;Comercio;variedades;playon de los ;2;2.0;2016/11/23;4130000;microempresarial
5604;femenino;comercio;variedades;enciso;2;8.0;24/01/2018;1000000;microempresarial
5605;femenino;comercio;restaurante;san javier no.1;1;13.0;26/10/2018;7800000;microempresarial
5606;femenino;;almacen de ropa en ;aranjuez;3;4.0;31/05/2018;7812000;microempresarial
5607;femenino;comercio;miscelanea;robledo;2;7.0;5/12/2017;6500000;microempresarial
5608;femenino;comercio;comidas rapidas;trinidad;3;15.0;8/11/2016;2500000;MICROEMPRESARIAL
5609;femenino;comercio;variedades;picachito;1;6.0;31/05/2017;7000000;microempresarial
5610;masculino;comercio;variedades;san jose de la cima no. ;1;3.0;7/03/2018;7800000;microempresarial
5611;femenino;industria;fabrica de ;manrique central no. 1;3;4.0;5/12/2017;7377000;microempresarial
5612;masculino;comercio;distribuidora de ;belen;02;16.0;2/10/2017;7300000;microempresarial
5613;masculino;servicio;variedades;carpinelo;1;1.0;15/03/2019;8000000;microempresarial
5614;masculino;industria;panaderia;playon de los ;1;2.0;21/06/2018;4500000;microempresarial
5615;FEMENINO;COMERCIO;almacen de ropa en ;aranjuez;3;4.0;8/02/2017;5000000;microempresarial
5616;femenino;comercio;TIENDA DE HELADOS;andalucia;2;2.0;2017/08/24;7377000;microempresarial
5617;femenino;industria;fabrica de ;andalucia;2;2.0;20/12/2018;4000000;MICROEMPRESARIAL
5618;femenino;industria;Fabrica De Productos ;santa cruz;2;2.0;11/08/2017;4000000;microempresarial
5619;femenino;comercio;panaderia;enciso;3;8.0;27/10/2016;6890000;microempresarial
5620;masculino;industria;Fabrica De ;san javier no.1;3;13.0;28/04/2017;7377000;microempresarial
5621;femenino;servicio;peluqueria;belen;2;16.0;13/12/2017;7300000;microempresarial
5622;femenino;comercio;cerrajeria;pedregal;1;6.0;5/07/2018;4000000;microempresarial
5623;femenino;servicio;cafe e internet;san pablo;1;1.0;19/11/2016;6800000;microempresarial
5624;femenino;comercio;almacen de ropa en ;robledo;2;7.0;2018/07/5;5000000;microempresarial
5625;femenino;industria;FABRICA DE AREPAS;aranjuez;2;4.0;4/03/2016;4000000;microempresarial
5626;femenino;comercio;tienda;santo domingo savio ;2;1.0;14/06/2018;5000000;microempresarial
5627;masculino;servicio;tienda;popular;1;1.0;14/10/2016;2000000;microempresarial
5628;femenino;;fabrica de ;popular;2;1.0;18/11/2016;2000000;microempresarial
5629;femenino;comercio;tienda;enciso;1;8.0;15/02/2017;7000000;microempresarial
5630;masculino;comercio;variedades;cabecera san cristobal;2;4.0;22/03/2018;5000000;microempresarial
5631;femenino;comercio;variedades;villatina;1;8.0;17/10/2017;$ 7,000,000.00;microempresarial
5632;Femenino;comercio;variedades;altavista;02;16.0;12/02/2018;$ 4,000,000.00;microempresarial
5633;femenino;industria;fabrica de ;manrique central no. 1;2;4.0;17/05/2017;6890000;microempresarial
5634;masculino;comercio;publicidad y ;santa lucia;3;12.0;8/11/2016;6800000;microempresarial
5635;femenino;industria;fabrica de ;andalucia;2;2.0;25/07/2018;4000000;microempresarial
5636;femenino;servicio;comidas rapidas;robledo;02;7.0;27/04/2016;6890000;microempresarial
5637;femenino;comercio;comidas rapidas;manrique oriental;1;3.0;21/06/2018;3000000;MICROEMPRESARIAL
5638;femenino;comercio;COMIDAS RAPIDAS;popular;1;1.0;24/09/2018;6000000;microempresarial
5639;masculino;servicio;gimnasio;villa hermosa;3;8.0;2017/10/24;7377000;MICROEMPRESARIAL
5640;femenino;COMERCIO;comidas rapidas;altavista;2;16.0;7/06/2018;4000000;microempresarial
5641;femenino;servicio;mantenimiento en ;cabecera san antonio ;2;80.0;21/03/2018;7000000;microempresarial
5642;masculino;industria;fabrica de ;santo domingo savio ;1;1.0;29/05/2018;7800000;microempresarial
5643;masculino;comercio;Variedades;doce de octubre no.1;2;6.0;12/12/2017;6000000;MICROEMPRESARIAL
5644;femenino;comercio;fabrica de ;doce de octubre no.1;2;6.0;5/01/2018;5000000;microempresarial
5645;femenino;servicio;productos de belleza;Manrique Central No. 1;3;4.0;5/03/2019;5500000;microempresarial
5646;masculino;comercio;cerrajeria;cabecera san antonio ;2;80.0;7/06/2018;3000000;microempresarial
5647;Femenino;comercio;comidas rapidas;doce de octubre no.1;1;6.0;27/10/2017;7370000;Microempresarial
5648;masculino;industria;fabrica_de_;belen;3;16.0;27/06/2017;7000000;microempresarial
5649;femenino;servicio;peluqueria;pedregal;3;6.0;8/09/2017;$ 6,000,000.00;microempresarial
5650;femenino;industria;fabrica de ;llanaditas;1;8.0;5/07/2018;7800000;microempresarial
5651;masculino;comercio;panaderia;santa elena central;2;90.0;5/09/2018;7800000;microempresarial
5652;FEMENINO;comercio;almacen de ropa en ;calasanz;3;12.0;3/11/2016;4500000;microempresarial
5653;femenino;INDUSTRIA;fabrica de ;florencia;3;5.0;13/07/2018;4000000;microempresarial
5654;Masculino;comercio;drogueria;robledo;2;7.0;20/02/2018;7812000;microempresarial
5655;femenino;servicio;comidas rapidas;santander;2;6.0;13/02/2019;6000000;microempresarial
5656;femenino;servicio;tienda;Aranjuez;3;4.0;19/11/2016;6000000;microempresarial
5657;masculino;comercio;variedades;altavista;3;16.0;30/01/2018;5800000;microempresarial
5658;femenino;comercio;panaderia;moravia;2;4.0;15/02/2018;6000000;microempresarial
5659;Femenino;comercio;charcuteria;la milagrosa;2;9.0;29/06/2017;7377000;microempresarial
5660;femenino;industria;fabrica de ;villa hermosa;3;8.0;2016/07/27;3000000;microempresarial
5661;masculino;comercio;granero;manrique central no. 1;3;4.0;8/06/2018;5000000;microempresarial
5662;masculino;comercio;tienda;moravia;2;4.0;29/08/2018;7800000;microempresarial
5663;femenino;COMERCIO;almacen de ropa en ;san javier no.2;1;13.0;28/09/2017;1000000;microempresarial
5664;femenino;servicio;peluqueria;belen;3;16.0;12/12/2017;3500000;microempresarial
5665;masculino;INDUSTRIA;carpinteria;buenos aires;3;9.0;2016/06/30;6890000;microempresarial
5666;masculino;industria;fabrica de ;robledo;2;7.0;14/07/2016;4000000;microempresarial
5667;masculino;servicio;barberia;popular;2;1.0;9/06/2017;6500000;microempresarial
5668;masculino;comercio;comidas rapidas;el poblado;3;14.0;4/02/2016;6443500;microempresarial
5669;femenino;comercio;Variedades;manrique central no. 2;2;3.0;28/03/2016;3000000;microempresarial
5670;femenino;comercio;Variedades;barrio caicedo;2;9.0;16/05/2017;2000000;microempresarial
5671;femenino;industria;fabrica de ;manrique oriental;2;3.0;8/08/2018;$ 7,800,000.00;microempresarial
5672;femenino;industria;fabrica de ;manrique central no. 2;2;3.0;9/08/2017;4500000;microempresarial
5673;masculino;comercio;cafe e internet;POPULAR;2;1.0;15/11/2017;3000000;microempresarial
5674;femenino;servicio;PELUQUERIA;villa niza;1;2.0;20/09/2017;6000000;microempresarial
5675;femenino;;fabrica de ;enciso;2;8.0;3/04/2019;8000000;microempresarial
5676;masculino;comercio;tienda;manrique central no. 2;2;3.0;15/06/2018;2000000;microempresarial
5677;femenino;comercio;papeleria;playon de los ;2;2.0;19/12/2017;6000000;microempresarial
5678;femenino;industria;venta de ;cabecera san cristobal;2;60.0;10/05/2017;5000000;microempresarial
5679;femenino;servicio;variedades;centro admtivo;3;10.0;25/01/2018;5000000;microempresarial
5680;femenino;industria;fabrica de ;buenos aires;2;9.0;14/12/2018;3000000;microempresarial
5681;masculino;servicio;lavanderia;san javier no.2;1;13.0;28/03/2016;6000000;microempresarial
5682;femenino;industria;fabrica de ;el salvador;2;9.0;7/03/2018;2200000;microempresarial
5683;femenino;comercio;Tienda;barrio caicedo;1;9.0;24/05/2017;7300000;microempresarial
5684;femenino;industria;restaurante;campo valdes no. 1;2;4.0;27/06/2018;6000000;microempresarial
5685;femenino;industria;fabrica de ;santander;02;6.0;17/07/2017;$ 3,000,000.00;microempresarial
5686;femenino;comercio;barberia;moravia;2;4.0;13/03/2017;7000000;microempresarial
5687;femenino;industria;fabrica de ;robledo;3;7.0;25/04/2018;1100000;microempresarial
5688;femenino;industria;fabrica de ;playon de los ;1;2.0;14/09/2016;$ 4,000,000.00;microempresarial
5689;masculino;servicio;COMIDAS RAPIDAS;20 de julio;2;13.0;4/04/2018;5000000;microempresarial
5690;masculino;comercio;comidas rapidas;castilla;03;5.0;1/03/2018;6000000;microempresarial
5691;masculino;servicio;mantenimiento-en-;villatina;2;8.0;28/02/2019;6000000;microempresarial
5692;femenino;servicio;comidas rapidas;barrio caicedo;2;9.0;5/10/2016;6890000;microempresarial
5693;masculino;servicio;Fabrica-De-;trinidad;3;15.0;11/07/2018;7800000;microempresarial
5694;Femenino;industria;fabrica-de-;santa cruz;2;2.0;17/07/2018;7800000;microempresarial
5695;masculino;servicio;publicidad_y_;popular;2;1.0;16/11/2016;6890000;microempresarial
5696;masculino;agropecuaria;criadero de animales ;palmitas;2;50.0;11/10/2017;14754340;microempresarial
5697;femenino;agropecuaria;Criadero De Animales ;enciso;1;8.0;14/06/2018;7000000;microempresarial
5698;masculino;comercio;variedades;bombona no. 1;3;10.0;5/02/2018;78000000;MICROEMPRESARIAL
5699;femenino;comercio;legumbreria;20 de julio;1;13.0;6/11/2018;5000000;microempresarial
5700;masculino;comercio;variedades;manrique central no. 1;2;4.0;15/03/2018;5000000;microempresarial
5701;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;11/09/2018;19000000;agropecuaria
5702;masculino;comercio;variedades;buenos aires;3;9.0;31/05/2017;7377000;microempresarial
5703;femenino;comercio;variedades;boston;3;10.0;13/07/2018;4000000;microempresarial
5704;masculino;industria;fabrica de ;villa niza;2;2.0;2018/04/25;6000000;MICROEMPRESARIAL
5705;Femenino;comercio;variedades;aranjuez;1;4.0;29/03/2016;2500000;microempresarial
5706;MASCULINO;comercio;fabrica de calzado;robledo;2;7.0;8/02/2018;5000000;microempresarial
5707;femenino;industria;fabrica de ;calasanz;2;12.0;3/08/2017;7377000;microempresarial
5708;femenino;industria;fabrica de ;manrique central no. 1;1;4.0;5/07/2018;7000000;microempresarial
5709;femenino;industria;marroquineria;pedregal;3;6.0;18/07/2016;$ 6,000,000.00;microempresarial
5710;masculino;INDUSTRIA;Fabrica De ;manrique central no. 1;1;4.0;20/09/2017;7300000;microempresarial
5711;femenino;servicio;peluqueria;villatina;2;8.0;2016/05/10;3000000;microempresarial
5712;femenino;servicio;Tienda;enciso;2;8.0;26/08/2016;5000000;microempresarial
5713;masculino;servicio;recreativo-educativo;buenos aires;3;9.0;26/02/2018;5500000;microempresarial
5714;masculino;comercio;fabrica de ;tricentenario;3;5.0;3/08/2018;7800000;microempresarial
5715;femenino;comercio;comidas rapidas;la milagrosa;3;9.0;10/04/2018;1000000;Microempresarial
